STATE,CLASS,GENDER,AGE,PAID
1.0,1.0,0.0,79,821.48
1.0,6.0,1.0,79,821.0
8.0,6.0,1.0,79,818.79
12.0,1.0,0.0,79,796.55
11.0,1.0,0.0,79,779.25
4.0,6.0,1.0,79,773.72
3.0,1.0,0.0,79,705.2
4.0,1.0,0.0,79,659.0
1.0,1.0,1.0,79,658.98
11.0,6.0,1.0,79,651.57
0.0,15.0,1.0,79,646.79
2.0,1.0,0.0,79,616.53
11.0,6.0,1.0,79,603.09
11.0,6.0,1.0,79,600.83
2.0,1.0,0.0,79,586.25
12.0,6.0,0.0,79,584.61
8.0,6.0,1.0,79,557.96
11.0,15.0,1.0,79,525.0
1.0,6.0,1.0,79,485.9
3.0,1.0,1.0,79,481.0
11.0,6.0,1.0,79,466.8
1.0,1.0,1.0,79,457.64
5.0,1.0,0.0,79,450.11
11.0,6.0,0.0,79,437.03
1.0,1.0,1.0,79,417.04
11.0,6.0,1.0,79,403.97
11.0,6.0,0.0,79,399.9
11.0,1.0,0.0,79,395.01
11.0,6.0,0.0,79,371.63
11.0,1.0,0.0,79,365.5
1.0,6.0,1.0,79,363.93
11.0,6.0,1.0,79,355.0
6.0,1.0,0.0,79,319.48
11.0,6.0,1.0,79,317.5
2.0,1.0,0.0,79,302.45
11.0,6.0,1.0,79,300.0
1.0,6.0,1.0,79,299.63
11.0,0.0,1.0,79,297.28
10.0,6.0,1.0,79,295.27
11.0,6.0,1.0,79,280.05
2.0,1.0,1.0,79,275.43
11.0,1.0,1.0,79,233.42
4.0,6.0,0.0,79,218.48
0.0,6.0,1.0,79,196.81
11.0,6.0,1.0,79,146.56
11.0,6.0,1.0,79,115.61
11.0,1.0,0.0,79,100.0
9.0,1.0,1.0,79,94.5
11.0,6.0,1.0,79,50.0
1.0,1.0,0.0,79,37.9
2.0,1.0,0.0,78,21986.1
11.0,6.0,0.0,78,15128.09
11.0,6.0,0.0,78,14651.31
11.0,1.0,1.0,78,13068.69
2.0,1.0,1.0,78,10661.97
1.0,1.0,1.0,78,6754.81
11.0,1.0,1.0,78,6308.16
8.0,0.0,1.0,78,5071.99
11.0,0.0,0.0,78,4911.64
11.0,6.0,0.0,78,4894.66
6.0,0.0,1.0,78,4869.12
11.0,1.0,1.0,78,4809.52
8.0,6.0,1.0,78,4602.83
4.0,6.0,1.0,78,4502.15
4.0,0.0,1.0,78,4335.74
5.0,6.0,0.0,78,4114.24
3.0,6.0,1.0,78,4033.65
4.0,6.0,1.0,78,3611.65
11.0,1.0,0.0,78,3604.81
12.0,6.0,1.0,78,3404.67
11.0,1.0,1.0,78,3057.71
2.0,15.0,0.0,78,3045.7
3.0,15.0,1.0,78,2983.13
12.0,1.0,0.0,78,2884.46
11.0,0.0,0.0,78,2805.09
1.0,6.0,0.0,78,2742.24
11.0,6.0,0.0,78,2591.33
5.0,6.0,1.0,78,2536.93
11.0,6.0,1.0,78,2529.89
11.0,6.0,0.0,78,2497.72
11.0,1.0,1.0,78,2473.5
11.0,1.0,1.0,78,2419.75
11.0,0.0,1.0,78,2382.7
1.0,1.0,1.0,78,2272.12
11.0,6.0,1.0,78,2266.97
5.0,1.0,0.0,78,2189.59
11.0,15.0,0.0,78,2008.04
1.0,15.0,1.0,78,1917.5
12.0,6.0,0.0,78,1897.25
11.0,6.0,0.0,78,1858.52
4.0,1.0,0.0,78,1830.94
2.0,6.0,1.0,78,1800.65
11.0,6.0,1.0,78,1712.42
12.0,6.0,1.0,78,1672.67
4.0,1.0,1.0,78,1658.12
11.0,1.0,1.0,78,1625.13
10.0,14.0,1.0,78,1597.37
11.0,6.0,0.0,78,1502.91
4.0,6.0,1.0,78,1465.08
3.0,1.0,1.0,78,1389.18
5.0,1.0,0.0,78,1356.31
6.0,1.0,1.0,78,1347.74
10.0,6.0,1.0,78,1321.88
0.0,15.0,1.0,78,1321.7
3.0,1.0,1.0,78,1308.0
8.0,6.0,1.0,78,1307.37
12.0,1.0,1.0,78,1305.0
1.0,1.0,0.0,78,1303.88
11.0,0.0,1.0,78,1294.47
12.0,6.0,0.0,78,1290.15
11.0,6.0,0.0,78,1281.3
4.0,6.0,1.0,78,1277.87
3.0,1.0,1.0,78,1233.72
1.0,6.0,0.0,78,1135.0
11.0,1.0,0.0,78,1109.37
8.0,6.0,0.0,78,1077.95
12.0,1.0,0.0,78,1072.58
11.0,6.0,1.0,78,1070.04
12.0,1.0,1.0,78,1002.7
11.0,6.0,1.0,78,981.86
11.0,6.0,1.0,78,980.83
3.0,1.0,1.0,78,958.41
3.0,1.0,1.0,78,954.54
11.0,6.0,1.0,78,929.82
8.0,6.0,1.0,78,843.98
11.0,1.0,1.0,78,817.62
11.0,6.0,0.0,78,774.78
1.0,6.0,0.0,78,766.39
12.0,6.0,1.0,78,728.2
11.0,15.0,0.0,78,712.0
1.0,1.0,1.0,78,699.5
5.0,6.0,0.0,78,695.16
11.0,6.0,0.0,78,647.34
5.0,6.0,0.0,78,640.23
12.0,1.0,1.0,78,636.65
1.0,1.0,0.0,78,634.48
2.0,0.0,0.0,78,614.62
9.0,6.0,0.0,78,603.23
12.0,1.0,0.0,78,601.69
1.0,3.0,0.0,78,549.12
12.0,15.0,1.0,78,532.49
8.0,0.0,1.0,78,523.0
11.0,6.0,0.0,78,500.0
1.0,1.0,0.0,78,485.1
0.0,6.0,1.0,78,484.76
3.0,6.0,0.0,78,477.84
11.0,6.0,1.0,78,475.0
11.0,6.0,1.0,78,475.0
2.0,6.0,0.0,78,471.52
11.0,1.0,0.0,78,463.96
1.0,1.0,1.0,78,462.93
3.0,1.0,0.0,78,460.22
11.0,6.0,0.0,78,446.74
11.0,1.0,1.0,78,439.89
12.0,6.0,0.0,78,430.38
1.0,6.0,0.0,78,429.28
11.0,6.0,0.0,78,388.71
6.0,15.0,1.0,78,357.29
12.0,6.0,0.0,78,353.7
10.0,14.0,1.0,78,353.51
11.0,1.0,1.0,78,338.47
1.0,15.0,0.0,78,327.13
11.0,6.0,1.0,78,316.93
1.0,1.0,0.0,78,276.67
11.0,6.0,1.0,78,224.7
1.0,1.0,1.0,78,169.67
11.0,6.0,0.0,78,150.5
11.0,6.0,0.0,78,120.32
0.0,6.0,1.0,78,114.13
9.0,0.0,1.0,78,112.78
3.0,1.0,1.0,78,108.69
12.0,6.0,1.0,78,85.0
11.0,15.0,1.0,78,52.4
1.0,1.0,1.0,78,50.0
11.0,0.0,1.0,77,12698.8
10.0,15.0,1.0,77,12151.86
11.0,6.0,1.0,77,10036.66
11.0,6.0,1.0,77,6250.84
12.0,1.0,1.0,77,6031.2
2.0,1.0,1.0,77,5941.02
8.0,6.0,0.0,77,5273.85
11.0,1.0,0.0,77,5186.82
11.0,6.0,0.0,77,4875.39
11.0,6.0,1.0,77,4474.0
11.0,6.0,1.0,77,4451.39
1.0,6.0,1.0,77,4164.34
11.0,1.0,1.0,77,4126.23
11.0,6.0,1.0,77,3998.3
2.0,1.0,0.0,77,3968.51
4.0,6.0,1.0,77,3895.6
11.0,1.0,1.0,77,3591.6
1.0,15.0,0.0,77,3549.9
1.0,6.0,0.0,77,3538.43
12.0,0.0,1.0,77,3392.58
11.0,6.0,1.0,77,3342.06
11.0,6.0,1.0,77,3103.18
8.0,6.0,1.0,77,2783.42
11.0,1.0,1.0,77,2512.6
3.0,1.0,1.0,77,2412.71
4.0,6.0,1.0,77,2277.98
11.0,6.0,1.0,77,2264.59
4.0,0.0,1.0,77,2262.76
3.0,1.0,0.0,77,2180.01
11.0,15.0,1.0,77,2083.86
1.0,6.0,1.0,77,1988.29
1.0,1.0,0.0,77,1979.14
11.0,6.0,0.0,77,1879.51
1.0,6.0,0.0,77,1873.96
2.0,15.0,0.0,77,1792.54
1.0,3.0,0.0,77,1745.82
1.0,1.0,1.0,77,1654.87
3.0,15.0,0.0,77,1607.6
9.0,15.0,1.0,77,1543.36
12.0,6.0,0.0,77,1536.05
11.0,6.0,1.0,77,1475.44
11.0,6.0,1.0,77,1436.0
1.0,6.0,0.0,77,1424.44
1.0,6.0,1.0,77,1403.26
0.0,15.0,0.0,77,1395.58
0.0,1.0,0.0,77,1342.83
11.0,6.0,1.0,77,1285.0
11.0,6.0,0.0,77,1278.57
1.0,1.0,0.0,77,1238.0
10.0,1.0,1.0,77,1208.67
3.0,1.0,1.0,77,1206.5
1.0,6.0,1.0,77,1180.56
5.0,6.0,0.0,77,1130.0
11.0,1.0,1.0,77,1081.71
1.0,15.0,1.0,77,1074.87
2.0,0.0,1.0,77,1033.84
1.0,1.0,0.0,77,1013.81
11.0,1.0,1.0,77,1013.34
8.0,1.0,0.0,77,964.72
1.0,0.0,1.0,77,950.0
12.0,6.0,0.0,77,921.86
6.0,6.0,0.0,77,886.31
8.0,6.0,1.0,77,884.0
11.0,6.0,1.0,77,877.43
11.0,1.0,1.0,77,815.8
4.0,6.0,1.0,77,797.07
11.0,6.0,1.0,77,790.84
0.0,6.0,0.0,77,782.38
5.0,6.0,0.0,77,733.0
4.0,0.0,1.0,77,692.12
11.0,6.0,0.0,77,684.72
11.0,6.0,0.0,77,671.59
1.0,6.0,1.0,77,655.0
5.0,6.0,1.0,77,638.17
11.0,1.0,1.0,77,610.0
11.0,6.0,0.0,77,601.29
11.0,6.0,0.0,77,598.48
11.0,1.0,1.0,77,560.0
11.0,6.0,1.0,77,556.89
11.0,1.0,1.0,77,543.62
1.0,1.0,0.0,77,541.02
1.0,1.0,1.0,77,522.31
11.0,15.0,1.0,77,508.83
10.0,6.0,1.0,77,498.9
11.0,6.0,1.0,77,471.2
1.0,1.0,1.0,77,464.58
1.0,6.0,1.0,77,457.11
12.0,6.0,0.0,77,446.94
3.0,1.0,1.0,77,438.34
3.0,1.0,0.0,77,435.98
0.0,6.0,0.0,77,422.3
3.0,6.0,1.0,77,420.31
11.0,6.0,0.0,77,410.21
4.0,0.0,0.0,77,394.82
11.0,0.0,0.0,77,375.0
3.0,1.0,0.0,77,361.37
1.0,1.0,0.0,77,361.02
12.0,6.0,1.0,77,350.95
12.0,6.0,0.0,77,335.83
2.0,1.0,1.0,77,298.36
3.0,1.0,1.0,77,296.6
11.0,15.0,0.0,77,280.0
1.0,1.0,1.0,77,268.92
11.0,15.0,0.0,77,264.6
1.0,6.0,0.0,77,243.14
4.0,6.0,0.0,77,202.04
1.0,6.0,0.0,77,200.0
3.0,6.0,1.0,77,171.7
4.0,6.0,0.0,77,149.04
5.0,6.0,1.0,77,134.04
10.0,15.0,1.0,77,60.0
3.0,5.0,1.0,77,40.0
11.0,1.0,0.0,77,39.07
0.0,6.0,1.0,77,26.42
11.0,1.0,1.0,76,11624.51
11.0,0.0,0.0,76,5778.48
1.0,1.0,0.0,76,5107.0
1.0,15.0,1.0,76,4537.4
4.0,6.0,0.0,76,4314.82
11.0,6.0,1.0,76,4156.17
11.0,1.0,0.0,76,3907.0
1.0,1.0,1.0,76,3759.64
10.0,15.0,1.0,76,3758.66
11.0,6.0,1.0,76,3685.6
11.0,6.0,1.0,76,3680.74
10.0,1.0,0.0,76,3633.92
5.0,6.0,0.0,76,3454.22
9.0,0.0,1.0,76,3203.35
11.0,3.0,1.0,76,3184.84
1.0,6.0,1.0,76,3138.2
1.0,3.0,0.0,76,3094.47
1.0,0.0,1.0,76,3060.69
11.0,1.0,1.0,76,2879.38
11.0,6.0,0.0,76,2773.29
11.0,6.0,0.0,76,2329.88
11.0,6.0,0.0,76,2227.87
11.0,6.0,1.0,76,2171.93
11.0,6.0,1.0,76,2137.81
1.0,6.0,0.0,76,2112.41
1.0,1.0,0.0,76,2095.09
11.0,6.0,0.0,76,2084.0
11.0,1.0,1.0,76,2017.45
11.0,15.0,0.0,76,2000.0
11.0,1.0,1.0,76,1915.77
1.0,1.0,0.0,76,1836.79
1.0,6.0,0.0,76,1759.52
11.0,1.0,0.0,76,1727.85
4.0,0.0,0.0,76,1700.0
4.0,6.0,0.0,76,1644.11
6.0,1.0,1.0,76,1606.83
0.0,6.0,0.0,76,1550.0
9.0,13.0,0.0,76,1539.82
11.0,1.0,0.0,76,1470.35
10.0,1.0,1.0,76,1447.24
12.0,1.0,0.0,76,1367.93
11.0,6.0,0.0,76,1354.81
11.0,6.0,0.0,76,1344.7
1.0,6.0,0.0,76,1321.42
11.0,0.0,1.0,76,1271.55
1.0,6.0,0.0,76,1252.25
11.0,6.0,0.0,76,1250.04
3.0,1.0,1.0,76,1232.67
12.0,1.0,0.0,76,1229.01
0.0,6.0,1.0,76,1194.26
11.0,6.0,0.0,76,1160.56
0.0,15.0,0.0,76,1145.85
11.0,0.0,1.0,76,1145.34
6.0,1.0,0.0,76,1138.5
11.0,6.0,1.0,76,1093.31
4.0,6.0,1.0,76,1063.48
11.0,1.0,1.0,76,1048.43
1.0,1.0,1.0,76,1046.07
3.0,1.0,1.0,76,1040.0
8.0,6.0,0.0,76,1011.24
9.0,1.0,0.0,76,1010.94
12.0,6.0,1.0,76,910.38
1.0,6.0,1.0,76,897.27
3.0,6.0,1.0,76,885.34
11.0,0.0,0.0,76,862.83
11.0,0.0,0.0,76,836.97
11.0,6.0,0.0,76,809.6
3.0,1.0,1.0,76,802.51
10.0,1.0,1.0,76,781.14
11.0,6.0,0.0,76,768.02
6.0,1.0,0.0,76,759.55
11.0,6.0,0.0,76,750.0
11.0,14.0,1.0,76,744.2
5.0,6.0,1.0,76,714.16
11.0,6.0,0.0,76,713.52
11.0,1.0,1.0,76,700.0
11.0,6.0,0.0,76,698.14
5.0,6.0,0.0,76,686.13
5.0,6.0,0.0,76,675.0
2.0,1.0,1.0,76,657.75
2.0,6.0,1.0,76,652.98
11.0,6.0,0.0,76,644.49
2.0,15.0,1.0,76,617.89
11.0,3.0,0.0,76,604.45
8.0,6.0,0.0,76,593.94
11.0,0.0,1.0,76,585.79
11.0,1.0,1.0,76,575.36
3.0,1.0,1.0,76,569.33
6.0,15.0,0.0,76,562.88
12.0,6.0,1.0,76,562.32
11.0,14.0,1.0,76,562.32
11.0,0.0,1.0,76,555.34
1.0,0.0,1.0,76,542.39
11.0,6.0,1.0,76,533.11
11.0,1.0,1.0,76,528.09
11.0,6.0,1.0,76,497.62
10.0,6.0,1.0,76,477.0
1.0,1.0,0.0,76,459.1
11.0,6.0,0.0,76,443.92
12.0,6.0,0.0,76,438.42
4.0,6.0,1.0,76,435.5
11.0,6.0,1.0,76,426.21
1.0,15.0,1.0,76,424.13
8.0,6.0,1.0,76,387.3
3.0,1.0,0.0,76,380.14
2.0,1.0,0.0,76,375.85
1.0,1.0,1.0,76,369.68
0.0,0.0,0.0,76,366.8
11.0,6.0,1.0,76,365.9
11.0,0.0,0.0,76,365.0
4.0,6.0,1.0,76,337.3
1.0,6.0,0.0,76,335.92
0.0,1.0,1.0,76,317.2
0.0,6.0,0.0,76,279.52
0.0,6.0,1.0,76,265.25
5.0,1.0,0.0,76,253.75
11.0,6.0,1.0,76,250.0
2.0,0.0,0.0,76,242.1
11.0,6.0,1.0,76,242.04
12.0,1.0,1.0,76,223.77
2.0,15.0,1.0,76,184.39
1.0,15.0,0.0,76,176.57
1.0,15.0,1.0,76,148.65
12.0,15.0,1.0,76,142.29
11.0,0.0,1.0,76,136.49
11.0,6.0,0.0,76,127.32
11.0,6.0,1.0,76,98.5
3.0,6.0,0.0,75,9270.85
3.0,15.0,1.0,75,6317.26
1.0,6.0,0.0,75,5700.37
11.0,6.0,1.0,75,5340.71
11.0,6.0,0.0,75,4880.68
4.0,1.0,0.0,75,4408.88
11.0,15.0,0.0,75,4222.4
4.0,6.0,1.0,75,4184.46
1.0,6.0,0.0,75,4082.49
11.0,6.0,0.0,75,4061.29
1.0,0.0,1.0,75,3877.24
1.0,6.0,0.0,75,3748.89
1.0,15.0,1.0,75,3744.25
2.0,6.0,0.0,75,3502.5
11.0,6.0,1.0,75,3144.21
0.0,6.0,1.0,75,3099.64
11.0,6.0,0.0,75,2973.95
11.0,6.0,1.0,75,2950.93
3.0,1.0,1.0,75,2936.81
11.0,1.0,0.0,75,2922.24
1.0,0.0,0.0,75,2808.92
1.0,6.0,0.0,75,2631.23
3.0,6.0,1.0,75,2612.16
3.0,6.0,0.0,75,2589.13
0.0,15.0,1.0,75,2532.61
5.0,6.0,1.0,75,2450.64
1.0,6.0,1.0,75,2310.7
11.0,6.0,0.0,75,2294.04
1.0,6.0,0.0,75,2200.0
1.0,6.0,0.0,75,2172.0
11.0,0.0,1.0,75,2154.02
11.0,1.0,1.0,75,2126.38
3.0,1.0,1.0,75,2049.36
1.0,6.0,1.0,75,1941.0
12.0,6.0,0.0,75,1846.1
5.0,6.0,1.0,75,1807.01
11.0,6.0,1.0,75,1688.78
11.0,6.0,0.0,75,1661.77
11.0,6.0,0.0,75,1655.12
11.0,6.0,0.0,75,1622.86
11.0,6.0,1.0,75,1531.05
8.0,6.0,1.0,75,1530.85
1.0,15.0,0.0,75,1503.97
11.0,6.0,1.0,75,1491.06
0.0,6.0,1.0,75,1439.9
11.0,6.0,1.0,75,1421.18
2.0,6.0,0.0,75,1298.34
1.0,6.0,1.0,75,1270.9
11.0,6.0,1.0,75,1253.3
10.0,6.0,1.0,75,1225.7
5.0,1.0,1.0,75,1201.93
11.0,3.0,0.0,75,1196.69
11.0,6.0,1.0,75,1178.9
5.0,6.0,0.0,75,1155.36
12.0,6.0,1.0,75,1132.08
11.0,3.0,1.0,75,1126.5
3.0,6.0,1.0,75,1118.91
11.0,6.0,1.0,75,1053.29
4.0,0.0,0.0,75,1042.1
4.0,6.0,1.0,75,994.41
12.0,6.0,1.0,75,980.44
11.0,1.0,1.0,75,918.29
11.0,6.0,1.0,75,911.34
11.0,15.0,1.0,75,905.62
11.0,14.0,1.0,75,887.51
3.0,7.0,1.0,75,876.39
1.0,1.0,0.0,75,871.18
11.0,6.0,1.0,75,843.91
8.0,1.0,0.0,75,818.01
11.0,6.0,0.0,75,815.0
11.0,6.0,0.0,75,762.72
11.0,6.0,0.0,75,755.9
6.0,6.0,1.0,75,749.64
11.0,6.0,0.0,75,741.49
1.0,1.0,0.0,75,735.27
11.0,6.0,1.0,75,726.19
12.0,0.0,1.0,75,725.71
2.0,6.0,1.0,75,722.02
11.0,1.0,1.0,75,716.96
11.0,1.0,1.0,75,714.05
3.0,6.0,0.0,75,710.94
0.0,6.0,0.0,75,708.22
3.0,6.0,1.0,75,694.8
6.0,1.0,0.0,75,684.29
11.0,1.0,0.0,75,672.53
11.0,1.0,1.0,75,648.06
11.0,1.0,1.0,75,648.06
2.0,1.0,1.0,75,628.74
11.0,6.0,0.0,75,625.1
11.0,6.0,1.0,75,615.44
3.0,15.0,1.0,75,601.29
11.0,5.0,1.0,75,593.46
2.0,1.0,1.0,75,581.34
4.0,6.0,1.0,75,575.93
3.0,15.0,1.0,75,554.27
1.0,1.0,0.0,75,552.07
12.0,15.0,1.0,75,550.2
1.0,0.0,1.0,75,538.08
11.0,1.0,1.0,75,529.18
11.0,1.0,0.0,75,516.81
11.0,6.0,0.0,75,513.42
11.0,6.0,1.0,75,481.31
11.0,0.0,1.0,75,476.64
11.0,6.0,0.0,75,475.84
1.0,1.0,1.0,75,449.24
1.0,1.0,0.0,75,436.66
1.0,3.0,1.0,75,393.64
4.0,6.0,0.0,75,383.88
0.0,7.0,0.0,75,365.23
11.0,6.0,1.0,75,364.53
4.0,6.0,1.0,75,355.59
1.0,1.0,1.0,75,329.17
11.0,6.0,0.0,75,328.79
11.0,6.0,1.0,75,320.41
11.0,1.0,1.0,75,312.7
3.0,6.0,1.0,75,305.85
2.0,6.0,1.0,75,302.54
1.0,6.0,1.0,75,300.0
11.0,6.0,0.0,75,278.6
1.0,1.0,1.0,75,278.55
2.0,8.0,1.0,75,256.32
1.0,1.0,1.0,75,250.35
2.0,1.0,1.0,75,248.68
11.0,6.0,1.0,75,244.7
11.0,6.0,1.0,75,243.44
6.0,13.0,1.0,75,240.9
2.0,6.0,0.0,75,236.2
4.0,6.0,0.0,75,235.92
4.0,6.0,0.0,75,222.53
8.0,6.0,0.0,75,216.14
6.0,6.0,1.0,75,200.39
3.0,6.0,0.0,75,192.87
5.0,1.0,1.0,75,152.71
4.0,0.0,0.0,75,131.0
11.0,6.0,1.0,75,84.08
1.0,15.0,0.0,75,49.95
11.0,1.0,0.0,75,28.46
1.0,1.0,1.0,74,15096.47
2.0,1.0,0.0,74,13058.85
4.0,6.0,0.0,74,9366.59
11.0,15.0,1.0,74,7777.69
2.0,6.0,1.0,74,6950.54
1.0,15.0,0.0,74,6297.15
1.0,15.0,1.0,74,6233.63
1.0,1.0,0.0,74,6129.28
1.0,6.0,0.0,74,5844.67
11.0,6.0,1.0,74,5816.51
11.0,6.0,0.0,74,5519.14
3.0,6.0,1.0,74,5203.42
11.0,6.0,0.0,74,5169.76
8.0,11.0,1.0,74,5145.57
1.0,6.0,1.0,74,4578.06
0.0,14.0,1.0,74,4489.12
12.0,6.0,0.0,74,4317.72
12.0,1.0,1.0,74,4316.14
11.0,1.0,1.0,74,4063.07
11.0,6.0,0.0,74,4023.74
12.0,6.0,1.0,74,3990.0
1.0,6.0,0.0,74,3959.08
3.0,6.0,0.0,74,3274.13
3.0,0.0,1.0,74,2930.0
3.0,6.0,0.0,74,2805.41
8.0,1.0,1.0,74,2779.44
1.0,1.0,1.0,74,2437.85
11.0,3.0,0.0,74,2380.84
4.0,6.0,0.0,74,2353.86
6.0,6.0,0.0,74,2342.02
1.0,1.0,1.0,74,2257.08
11.0,6.0,0.0,74,2224.66
11.0,1.0,0.0,74,2143.11
3.0,1.0,0.0,74,2112.46
11.0,15.0,0.0,74,2103.54
11.0,6.0,1.0,74,2100.0
4.0,6.0,1.0,74,2069.15
11.0,6.0,1.0,74,2000.0
11.0,1.0,0.0,74,1904.4
1.0,15.0,0.0,74,1901.28
11.0,6.0,0.0,74,1806.66
3.0,1.0,0.0,74,1723.11
12.0,6.0,1.0,74,1694.26
12.0,6.0,1.0,74,1689.06
2.0,1.0,1.0,74,1599.08
1.0,6.0,0.0,74,1537.38
11.0,15.0,1.0,74,1536.55
4.0,6.0,1.0,74,1505.0
11.0,6.0,0.0,74,1500.0
1.0,15.0,1.0,74,1448.67
6.0,6.0,1.0,74,1386.41
11.0,6.0,1.0,74,1371.85
8.0,1.0,1.0,74,1276.36
11.0,1.0,1.0,74,1270.17
12.0,15.0,1.0,74,1264.44
1.0,6.0,0.0,74,1249.17
11.0,1.0,0.0,74,1235.67
1.0,15.0,0.0,74,1224.79
4.0,6.0,1.0,74,1203.81
5.0,1.0,1.0,74,1187.42
1.0,8.0,0.0,74,1173.79
12.0,5.0,1.0,74,1168.37
2.0,0.0,1.0,74,1113.74
6.0,6.0,0.0,74,1103.23
11.0,1.0,1.0,74,1100.0
11.0,6.0,1.0,74,1043.4
0.0,6.0,0.0,74,1035.13
3.0,6.0,0.0,74,1027.16
1.0,6.0,1.0,74,1021.64
11.0,6.0,0.0,74,1011.23
11.0,6.0,1.0,74,993.59
11.0,1.0,0.0,74,913.58
1.0,0.0,1.0,74,907.45
1.0,6.0,0.0,74,904.5
11.0,15.0,0.0,74,903.0
10.0,6.0,1.0,74,900.0
11.0,0.0,0.0,74,864.04
11.0,1.0,0.0,74,820.03
10.0,14.0,1.0,74,805.37
12.0,6.0,0.0,74,796.37
11.0,6.0,1.0,74,787.03
5.0,6.0,0.0,74,773.42
4.0,6.0,0.0,74,756.68
11.0,6.0,1.0,74,756.47
11.0,6.0,0.0,74,754.95
5.0,1.0,1.0,74,737.92
3.0,1.0,0.0,74,730.41
1.0,15.0,0.0,74,723.51
12.0,6.0,0.0,74,704.92
12.0,6.0,1.0,74,700.0
12.0,15.0,1.0,74,667.91
2.0,6.0,1.0,74,644.9
11.0,6.0,0.0,74,605.8
11.0,16.0,1.0,74,600.0
8.0,6.0,0.0,74,596.1
4.0,6.0,1.0,74,590.58
11.0,6.0,1.0,74,583.76
11.0,1.0,1.0,74,580.32
11.0,1.0,1.0,74,579.63
12.0,1.0,1.0,74,569.38
5.0,6.0,0.0,74,559.85
3.0,6.0,0.0,74,544.85
9.0,1.0,0.0,74,534.47
1.0,2.0,1.0,74,520.43
1.0,6.0,0.0,74,500.0
3.0,6.0,0.0,74,495.0
11.0,1.0,1.0,74,474.16
3.0,1.0,1.0,74,449.12
10.0,0.0,1.0,74,426.54
4.0,3.0,1.0,74,416.3
11.0,7.0,1.0,74,406.35
5.0,6.0,0.0,74,392.0
11.0,6.0,1.0,74,376.46
11.0,1.0,0.0,74,321.06
11.0,1.0,1.0,74,282.03
11.0,6.0,0.0,74,275.94
6.0,6.0,1.0,74,265.08
4.0,6.0,0.0,74,253.55
11.0,6.0,1.0,74,248.3
1.0,3.0,1.0,74,229.13
9.0,1.0,1.0,74,211.87
1.0,6.0,0.0,74,206.03
10.0,6.0,1.0,74,196.09
10.0,6.0,0.0,74,192.03
10.0,7.0,1.0,74,170.97
3.0,1.0,1.0,74,165.31
2.0,1.0,0.0,74,91.27
11.0,6.0,0.0,74,71.86
6.0,1.0,1.0,74,50.0
11.0,6.0,1.0,73,12261.67
8.0,6.0,0.0,73,8867.37
12.0,6.0,1.0,73,8787.5
11.0,6.0,1.0,73,7205.79
11.0,1.0,0.0,73,6441.62
6.0,0.0,0.0,73,6013.74
8.0,1.0,0.0,73,5819.71
2.0,1.0,0.0,73,4903.68
11.0,3.0,0.0,73,4804.22
4.0,6.0,0.0,73,4791.88
6.0,6.0,1.0,73,4634.09
1.0,1.0,1.0,73,4587.39
0.0,15.0,1.0,73,4229.61
3.0,6.0,1.0,73,4147.09
0.0,15.0,1.0,73,3887.19
11.0,15.0,1.0,73,3700.0
1.0,1.0,1.0,73,3394.17
4.0,0.0,1.0,73,3179.28
8.0,1.0,1.0,73,3171.66
11.0,6.0,1.0,73,3000.0
12.0,6.0,0.0,73,2893.53
1.0,1.0,0.0,73,2690.8
11.0,6.0,1.0,73,2631.19
11.0,6.0,0.0,73,2627.61
1.0,1.0,1.0,73,2593.0
12.0,6.0,0.0,73,2503.09
0.0,6.0,1.0,73,2477.47
4.0,6.0,0.0,73,2403.63
11.0,1.0,1.0,73,2393.73
12.0,15.0,0.0,73,2391.88
6.0,0.0,1.0,73,2366.44
4.0,6.0,1.0,73,2282.76
1.0,15.0,1.0,73,2270.25
11.0,6.0,0.0,73,2249.34
10.0,17.0,1.0,73,2163.0
11.0,6.0,0.0,73,2143.02
5.0,6.0,1.0,73,2040.0
11.0,6.0,1.0,73,2026.3
11.0,6.0,1.0,73,2014.6
1.0,0.0,1.0,73,1916.21
4.0,6.0,1.0,73,1911.22
9.0,6.0,0.0,73,1901.01
5.0,1.0,0.0,73,1896.72
12.0,1.0,0.0,73,1773.94
4.0,1.0,1.0,73,1683.05
11.0,0.0,1.0,73,1673.91
4.0,1.0,1.0,73,1622.95
11.0,6.0,1.0,73,1591.4
6.0,8.0,1.0,73,1525.52
12.0,1.0,1.0,73,1477.61
11.0,1.0,1.0,73,1451.83
3.0,6.0,1.0,73,1411.83
9.0,1.0,1.0,73,1405.19
1.0,6.0,1.0,73,1396.28
11.0,5.0,1.0,73,1382.61
11.0,1.0,1.0,73,1327.69
11.0,6.0,0.0,73,1308.73
6.0,6.0,1.0,73,1211.21
11.0,0.0,0.0,73,1209.08
6.0,0.0,1.0,73,1170.0
3.0,1.0,1.0,73,1133.56
2.0,6.0,0.0,73,1120.14
1.0,6.0,1.0,73,1108.5
11.0,15.0,1.0,73,1105.04
11.0,1.0,1.0,73,1100.76
1.0,6.0,1.0,73,1095.92
8.0,0.0,0.0,73,1083.25
3.0,6.0,1.0,73,1077.67
12.0,6.0,0.0,73,1036.74
11.0,3.0,1.0,73,1035.58
11.0,2.0,1.0,73,986.12
11.0,6.0,0.0,73,984.11
11.0,6.0,1.0,73,978.43
1.0,1.0,0.0,73,972.45
